0.000000000000000000e+00 1.000000000000000000e+00 1.642238112200000089e+01 1.166299999999999976e-01 1.166299999999999976e-01 6.625007577280999612e+03 3.754170960460000060e+04 1.026277707555000070e-05 0.000000000000000000e+00 -1.000000000000000000e+00 3.400000000000000000e+01 -1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.409834421017754025e+00 8.155827549743723648e+04 -1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.000000000000000000e+00 8.006317162309999347e+00 1.420679999999999998e-01 1.420679999999999998e-01 3.665459340252999937e+03 2.077093626143000074e+04 1.854910110250000013e-05 0.000000000000000000e+00 -1.000000000000000000e+00 3.400000000000000000e+01 -1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+02 0.000000000000000000e+00 4.905761008386286370e+00 9.082285010134329787e+04 -1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 0.000000000000000000e+00 1.680616074850000086e+00 1.811699999999999977e-01 1.710160000000000013e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.400000000000000000e+01 -1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.344716700996438696e+00 0.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+00 5.000000000000000000e+00 3.346866381089999898e+00 5.584999999999999687e-02 5.584999999999999687e-02 1.273959463132999917e+04 7.219103624417999526e+04 5.336981109449999676e-06 0.000000000000000000e+00 -1.000000000000000000e+00 3.700000000000000000e+01 -1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+02 0.000000000000000000e+00 1.017497395301664387e+00 6.801018727527692681e+04 -1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+00 7.000000000000000000e+00 2.972631908939999956e+00 1.927319999999999867e-01 1.927319999999999867e-01 4.141266802969000310e+03 2.346717855015999885e+04 1.641791730024999885e-05 0.000000000000000000e+00 -1.000000000000000000e+00 3.800000000000000000e+01 -1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 2.100000000000000000e+01 1.000000000000000000e+00 2.010000000000000000e+02 0.000000000000000000e+00 4.926023724266093140e+00 1.019560923101650842e+05 -1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+00 8.000000000000000000e+00 1.087917230249999978e+00 2.481929999999999970e-01 2.481929999999999970e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.800000000000000000e+01 -1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -9.867423398660442047e+00 0.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+00 9.000000000000000000e+00 2.235995124700000058e+00 1.593189999999999884e-01 1.593189999999999884e-01 7.331485501273999944e+03 4.154508450722000271e+04 9.273833505860000105e-06 0.000000000000000000e+00 -1.000000000000000000e+00 3.800000000000000000e+01 -1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 2.100000000000000000e+01 1.000000000000000000e+00 2.010000000000000000e+02 0.000000000000000000e+00 2.797448550626334463e+00 1.024356608567195799e+05 -1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+00 1.000000000000000000e+01 4.087555593620000316e+00 1.927319999999999867e-01 1.927319999999999867e-01 4.141266802969000310e+03 2.346717855015999885e+04 1.641791730024999885e-05 0.000000000000000000e+00 -1.000000000000000000e+00 3.800000000000000000e+01 -1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 2.100000000000000000e+01 1.000000000000000000e+00 2.010000000000000000e+02 0.000000000000000000e+00 4.915984594678479702e+00 1.016585529271168489e+05 -1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+01 1.200000000000000000e+01 1.087982763769999917e+00 2.481929999999999970e-01 2.481929999999999970e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.900000000000000000e+01 -1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -9.863438537095001735e+00 0.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+01 1.300000000000000000e+01 2.236178243729999959e+00 1.593189999999999884e-01 1.593189999999999884e-01 7.331485501273999944e+03 4.154508450722000271e+04 9.273833505860000105e-06 0.000000000000000000e+00 -1.000000000000000000e+00 3.900000000000000000e+01 -1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+02 0.000000000000000000e+00 2.796125511722310719e+00 1.026001526899236342e+05 -1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
