23	273	0.36363908695652175
23	442	0.08521458322981368
24	450	0.16451760248447206
24	452	0.1645203354037267
24	454	0.1963363291925466
25	441	0.16454375155279502
25	443	0.1645463416149068
25	445	0.19633721118012426
8	272	6.8028436024844705
7	257	30.424303726708075
5	429	0.14255798136645964
5	430	0.14290267701863354
5	432	1.4945915527950309
20	255	12.678836211180124
26	453	2.9318801242236026
27	444	2.93186701863354
3	425	0.08579339627329192
3	426	0.08542454347826088
3	431	1.459678447204969
6	415	0.1427074596273292
6	416	0.14305248447204968
6	418	1.4961628571428571
13	340	0.0057665531055900625
13	344	0.15602276397515527
13	345	0.005770138633540372
13	348	0.05015885217391305
13	359	0.12050603043478261
13	366	0.12590066397515526
13	369	0.046069689440993794
13	370	0.0865900751552795
10	266	0.04823134782608696
10	436	0.19662775776397515
22	285	0.3618870310559006
22	451	0.08482783167701863
1	427	0.17467329192546582
11	203	0.5343892981366459
11	211	0.05652842857142857
11	339	0.5186939378881988
11	347	0.052682140372670806
11	469	0.2899883975155279
11	470	0.03285941801242236
11	471	0.220357049689441
11	472	0.11341156645962734
11	473	0.35379316149068324
11	474	0.3539895217391304
11	475	0.13631726086956522
11	476	0.13652177639751553
11	477	0.2954056273291925
11	478	0.2953141055900621
11	479	0.027578733540372675
11	480	0.027576334161490683
11	481	0.027564147826086956
11	482	0.18048652795031056
11	483	0.18047278260869565
11	484	0.18049468322981366
11	485	0.06065177080745342
11	486	0.06071057577639751
11	488	0.20174883229813662
11	489	0.5235991987577641
11	490	2.1542477018633543
11	496	0.2912551428571428
11	497	0.03294095900621118
11	498	0.22135797515527947
11	499	0.11399567639751552
11	500	0.35523617391304346
11	501	0.35543183850931676
11	502	0.1369047453416149
11	503	0.13711096273291926
11	504	0.2966979440993789
11	505	0.29660011180124224
11	506	0.02764716273291926
11	507	0.027644642236024846
11	508	0.0276332149068323
11	509	0.18127682608695653
11	510	0.18126296894409938
11	511	0.18128439751552794
11	512	0.06080235776397516
11	513	0.060861639751552794
11	515	0.20277144720496895
9	269	6.8039758385093165
2	413	0.17486619254658387
4	411	0.08588367701863354
4	412	0.08551437453416148
4	417	1.4612201242236025
12	204	0.003980922670807453
12	208	0.10763548136645963
12	209	0.003982628074534161
12	212	0.03454787267080745
12	223	0.08302572795031056
12	230	0.08675931614906832
12	233	0.03181732111801243
12	251	0.05965784596273291
12	346	0.15376401863354036
21	256	12.68563447204969
