23	47	2.205449525593009
24	37	0.9766587103620474
25	45	2.2168830087390763
8	71	1.0396669238451934
7	0	0.8644467715355805
7	1	1.7347726217228465
7	3	0.3757187952559301
7	12	0.4800325056179775
7	13	0.7108553745318351
7	14	0.7109007765293383
7	15	0.4829127328339576
7	16	0.3500998801498128
7	17	0.9752816367041199
7	78	1.0981605967540573
7	85	1.3562182022471914
7	90	1.1302426991260925
7	118	0.3739853283395755
5	52	0.6669447415730336
20	9	0.9757263982521849
20	10	1.7147913607990013
20	11	1.7198064169787766
26	36	0.19198613358302125
27	42	0.16392200998751563
3	53	0.6177527053682896
6	59	0.6674343196004995
13	77	0.2076688077403246
10	114	0.02147348102372035
10	115	0.020839513857677905
10	116	0.021006753807740326
10	117	0.020626699875156054
22	39	0.15576066541822722
1	50	0.06902148626716603
11	19	0.5713731510611735
11	21	0.7348058152309613
11	24	0.4234316317103621
11	27	0.5712690237203496
11	29	0.7345081523096131
11	31	0.4242544993757803
9	74	0.19589511985018726
2	57	0.06907422234706617
4	60	0.6182065930087391
12	76	0.19569741323345816
21	4	1.7170994382022473
21	6	0.9742112671660424
21	7	1.7120806491885143
